commissioner_name,meeting_idx_id,utterance_order,tag_key,tag_label,tag_category,confidence,evidence_text
윤종인,6768,19,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6768,23,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6768,23,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6768,31,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6768,31,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6768,31,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,서비스
윤종인,6768,33,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6768,33,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6768,43,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"근거, 위반"
윤종인,6768,43,cross_border_global,국외이전·글로벌 규범,international,0.53,페이스북
윤종인,6768,63,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6768,70,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6768,71,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6768,72,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6768,73,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,처분
윤종인,6768,73,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6768,73,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.69,"정보주체, 권리, 동의"
윤종인,6768,73,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,서비스
윤종인,6768,73,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6768,73,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.53,데이터
윤종인,6768,73,cross_border_global,국외이전·글로벌 규범,international,0.53,페이스북
윤종인,6768,74,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,2,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6765,3,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 현황"
윤종인,6765,5,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6765,6,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,판단
윤종인,6765,6,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6765,6,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6765,8,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,9,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,9,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6765,11,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,15,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,18,public_sector_accountability,공공부문 책임성 강조,sector_focus,0.53,교육청
윤종인,6765,18,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,18,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,교육
윤종인,6765,20,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,제재
윤종인,6765,20,public_sector_accountability,공공부문 책임성 강조,sector_focus,0.53,교육청
윤종인,6765,20,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,20,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,교육
윤종인,6765,20,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6765,22,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,22,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6765,24,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.69,"과태료, 처분, 부과"
윤종인,6765,24,public_sector_accountability,공공부문 책임성 강조,sector_focus,0.61,"공공기관, 기관"
윤종인,6765,24,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.69,"근거, 조항, 위반"
윤종인,6765,24,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,교육
윤종인,6765,25,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,26,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,27,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.61,"제재, 처분"
윤종인,6765,27,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,재처분
윤종인,6765,28,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.61,"제재, 처분"
윤종인,6765,28,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,재처분
윤종인,6765,28,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6765,30,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.61,"제재, 처분"
윤종인,6765,30,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,재처분
윤종인,6765,35,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.61,"제재, 처분"
윤종인,6765,35,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,재처분
윤종인,6765,35,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.61,"개선, 교육"
윤종인,6765,35,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,보고서
윤종인,6765,36,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.61,"제재, 처분"
윤종인,6765,36,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,재처분
윤종인,6765,37,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,38,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,38,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6765,38,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6765,38,cross_border_global,국외이전·글로벌 규범,international,0.53,페이스북
윤종인,6765,39,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,39,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6765,41,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,41,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6765,43,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6765,45,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,2,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6759,3,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 현황"
윤종인,6759,5,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6759,6,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,판단
윤종인,6759,6,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6759,6,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6759,8,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,9,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,9,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6759,9,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6759,11,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,13,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,15,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,28,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,30,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,31,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 절차"
윤종인,6759,31,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6759,33,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,35,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,37,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,39,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,65,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,143,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,145,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,147,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,149,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,149,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,통계
윤종인,6759,151,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,153,technical_security,기술·보안 통제 점검,issue_focus,0.61,"인증, 시스템"
윤종인,6759,153,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.69,"위반, 절차, 판단"
윤종인,6759,153,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6759,155,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,157,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,159,technical_security,기술·보안 통제 점검,issue_focus,0.53,시스템
윤종인,6759,159,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,161,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 절차"
윤종인,6759,161,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6759,163,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,165,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,167,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,169,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,171,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,173,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.69,"근거, 위반, 판단"
윤종인,6759,173,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,피해
윤종인,6759,173,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.69,"확인, 자료, 조사"
윤종인,6759,175,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,175,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,자료
윤종인,6759,177,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,179,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,181,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 판단"
윤종인,6759,181,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,비용
윤종인,6759,181,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,안내
윤종인,6759,181,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6759,183,technical_security,기술·보안 통제 점검,issue_focus,0.53,시스템
윤종인,6759,183,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,183,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,부담
윤종인,6759,185,technical_security,기술·보안 통제 점검,issue_focus,0.53,시스템
윤종인,6759,185,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 판단"
윤종인,6759,185,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,부담
윤종인,6759,185,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6759,188,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 절차"
윤종인,6759,189,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,191,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,195,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,과태료
윤종인,6759,195,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,195,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,부담
윤종인,6759,195,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 조사"
윤종인,6759,196,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,198,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,200,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,203,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.69,"위반, 요건, 판단"
윤종인,6759,203,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6759,203,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,부담
윤종인,6759,203,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6759,207,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 고시"
윤종인,6759,207,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6759,214,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,215,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,216,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,217,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6759,217,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6759,217,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.61,"AI, 데이터"
윤종인,6759,218,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"현황, 조사"
윤종인,6759,218,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.61,"AI, 데이터"
윤종인,6759,220,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6759,220,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.61,"AI, 데이터"
윤종인,6759,222,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6759,222,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.61,"AI, 데이터"
윤종인,6759,223,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6759,223,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.61,"AI, 데이터"
윤종인,6755,2,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6755,3,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6755,5,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 현황"
윤종인,6755,7,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6755,8,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6755,8,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6755,10,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,11,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,11,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6755,11,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6755,13,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,15,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,15,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,통지
윤종인,6755,19,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,19,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,통지
윤종인,6755,21,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,21,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,통지
윤종인,6755,21,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6755,23,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,41,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,43,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,46,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,47,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 절차"
윤종인,6755,47,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6755,49,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,51,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,102,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,104,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 절차"
윤종인,6755,105,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,105,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6755,107,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,111,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,111,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,통지
윤종인,6755,115,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.69,"근거, 위반, 판단"
윤종인,6755,115,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6755,118,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,122,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.77,"과징금, 감경, 제재, 부과"
윤종인,6755,122,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,122,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6755,125,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.61,"과징금, 부과"
윤종인,6755,125,public_sector_accountability,공공부문 책임성 강조,sector_focus,0.61,"기관, 정부"
윤종인,6755,125,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,127,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,감경
윤종인,6755,127,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,128,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.69,"과징금, 과태료, 감경"
윤종인,6755,128,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,129,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,130,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,131,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,과태료
윤종인,6755,131,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,132,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,133,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,134,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,135,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,136,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,138,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6755,138,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,개선
윤종인,6755,139,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,개선
윤종인,6755,139,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6755,141,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,개선
윤종인,6755,146,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,개선
윤종인,6755,153,technical_security,기술·보안 통제 점검,issue_focus,0.53,로그
윤종인,6755,153,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,실효성
윤종인,6755,153,public_sector_accountability,공공부문 책임성 강조,sector_focus,0.53,정부
윤종인,6755,153,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,서비스
윤종인,6755,153,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.61,"개선, 보완"
윤종인,6755,153,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,파악
윤종인,6755,154,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,개선
윤종인,6752,2,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,3,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 현황"
윤종인,6752,5,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,6,technical_security,기술·보안 통제 점검,issue_focus,0.82,"접근권한, 로그, 인증, 시스템, 권한"
윤종인,6752,6,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.69,"과태료, 공표, 부과"
윤종인,6752,6,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.77,"근거, 위반, 판단, 고시"
윤종인,6752,6,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6752,6,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6752,6,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"현황, 조사"
윤종인,6752,6,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.53,데이터
윤종인,6752,7,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,13,technical_security,기술·보안 통제 점검,issue_focus,0.53,인증
윤종인,6752,13,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,고시
윤종인,6752,13,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,23,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,과태료
윤종인,6752,23,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,25,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,감경
윤종인,6752,25,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,27,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,감경
윤종인,6752,27,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,판단
윤종인,6752,27,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,29,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,35,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,피해
윤종인,6752,35,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.69,"현황, 조사, 파악"
윤종인,6752,37,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,39,technical_security,기술·보안 통제 점검,issue_focus,0.77,"로그, 해킹, 인증, 시스템"
윤종인,6752,39,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.61,"과태료, 가중"
윤종인,6752,39,public_sector_accountability,공공부문 책임성 강조,sector_focus,0.61,"공공기관, 기관"
윤종인,6752,39,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.77,"위반, 절차, 판단, 법률"
윤종인,6752,39,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.77,"피해, 권리, 동의, 구제"
윤종인,6752,39,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.82,"사업자, 현장, 중소, 스타트업, 서비스"
윤종인,6752,39,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.82,"개선, 교육, 점검, 가이드라인, 후속, 안내, 보완"
윤종인,6752,39,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.69,"확인, 자료, 현황"
윤종인,6752,39,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.77,"AI, 인공지능, 가명정보, 데이터"
윤종인,6752,40,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,42,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,45,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,48,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6752,52,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,현장
윤종인,6752,52,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.61,"교육, 보완"
윤종인,6752,52,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.61,"AI, 자율주행"
윤종인,6749,2,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6749,3,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 현황"
윤종인,6749,5,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6749,6,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6749,6,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6749,8,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6749,9,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6749,9,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6749,11,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6749,13,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6749,15,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
